지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
419,2016-01-01 00:00,-.3,249.5,.8,0,,,,0,0
419,2016-01-01 01:00,-.5,0,.1,0,,,,0,0
419,2016-01-01 02:00,-.7,245.4,.7,0,,,,0,0
419,2016-01-01 03:00,-.8,245.8,.8,0,,,,0,0
419,2016-01-01 04:00,-1.1,0,.4,0,,,,0,0
419,2016-01-01 05:00,-2.1,0,.2,0,,,,0,0
419,2016-01-01 06:00,-1.3,249.6,.6,0,,,,0,0
419,2016-01-01 07:00,-.7,246.4,.9,0,,,,0,0
419,2016-01-01 08:00,-1.1,114.1,1.7,0,,,,0,0
419,2016-01-01 09:00,-1.3,124.5,2.2,0,,,,0,0
419,2016-01-01 10:00,.6,143.2,.8,0,,,,0,0
419,2016-01-01 11:00,1.2,115.2,.8,0,,,,0,0
419,2016-01-01 12:00,1.3,81.7,1.1,0,,,,0,0
419,2016-01-01 13:00,2.3,70.1,.9,0,,,,0,0
419,2016-01-01 14:00,2.6,9.6,.5,0,,,,0,0
419,2016-01-01 15:00,3.4,247.8,1,0,,,,0,0
419,2016-01-01 16:00,3.1,249.2,1.4,0,,,,0,0
419,2016-01-01 17:00,3,255.5,1.2,0,,,,0,0
419,2016-01-01 18:00,3.1,243.6,1,0,,,,0,0
419,2016-01-01 19:00,3.1,242.3,.7,0,,,,0,0
419,2016-01-01 20:00,3.8,227.7,.7,0,,,,0,0
419,2016-01-01 21:00,3.9,233.9,.9,0,,,,0,0
419,2016-01-01 22:00,3.7,220,.5,0,,,,0,0
419,2016-01-01 23:00,3.4,230.2,.5,0,,,,0,0
419,2016-01-02 00:00,3.3,213.1,.6,0,,,,0,0
419,2016-01-02 01:00,3.2,223.6,.7,0,,,,0,0
419,2016-01-02 02:00,3.6,239.4,1.1,0,,,,0,0
419,2016-01-02 03:00,3.5,236.1,.9,0,,,,0,0
419,2016-01-02 04:00,3.2,210.7,1.1,0,,,,0,0
419,2016-01-02 05:00,3.2,198.2,1.2,0,,,,0,0
419,2016-01-02 06:00,3.6,203.2,1,0,,,,0,0
419,2016-01-02 07:00,2.9,192.6,1,0,,,,0,0
419,2016-01-02 08:00,3,179.3,.9,0,,,,0,0
419,2016-01-02 09:00,3.2,139.8,.9,0,,,,0,0
419,2016-01-02 10:00,3.5,106.7,1.6,0,,,,0,0
419,2016-01-02 11:00,5.9,166.9,.5,0,,,,0,0
419,2016-01-02 12:00,6.8,0,.3,0,,,,0,0
419,2016-01-02 13:00,8.4,0,.4,0,,,,0,0
419,2016-01-02 14:00,8.5,243.9,.7,0,,,,0,0
419,2016-01-02 15:00,8.6,252.6,1.4,0,,,,0,0
419,2016-01-02 16:00,8.4,250.3,1.8,0,,,,0,0
419,2016-01-02 17:00,8,248.4,2.3,0,,,,0,0
419,2016-01-02 18:00,7.6,250.7,1.8,0,,,,0,0
419,2016-01-02 19:00,7.6,248.9,1.1,0,,,,0,0
419,2016-01-02 20:00,7.7,233.9,1.1,0,,,,0,0
419,2016-01-02 21:00,7.3,245.2,1.8,0,,,,0,0
419,2016-01-02 22:00,7,245.7,1.4,0,,,,0,0
419,2016-01-02 23:00,6.6,245.7,1.5,0,,,,0,0
419,2016-01-03 00:00,6.4,247,1.8,0,,,,0,0
419,2016-01-03 01:00,6.2,246.4,1.5,0,,,,0,0
419,2016-01-03 02:00,6.2,257.8,1.8,0,,,,0,0
419,2016-01-03 03:00,5.9,250.9,1.5,0,,,,0,0
419,2016-01-03 04:00,5.8,253.9,1.2,0,,,,0,0
419,2016-01-03 05:00,5.4,249.2,.7,0,,,,0,0
419,2016-01-03 06:00,5.2,252.9,1.2,0,,,,0,0
419,2016-01-03 07:00,5.1,258.3,.8,0,,,,0,0
419,2016-01-03 08:00,4.9,247,.7,0,,,,0,0
419,2016-01-03 09:00,5.1,219.7,.8,0,,,,0,0
419,2016-01-03 10:00,5.8,0,.1,0,,,,0,0
419,2016-01-03 11:00,7.1,0,.2,0,,,,0,0
419,2016-01-03 12:00,7.8,244.4,1,0,,,,0,0
419,2016-01-03 13:00,8.4,248.8,1.1,0,,,,0,0
419,2016-01-03 14:00,8,254.8,1.2,0,,,,0,0
419,2016-01-03 15:00,8.5,257.2,.8,0,,,,0,0
419,2016-01-03 16:00,7.7,250,.9,0,,,,0,0
419,2016-01-03 17:00,6.4,255.5,1.2,0,,,,0,0
419,2016-01-03 18:00,6.3,257.9,1.2,0,,,,0,0
