지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
411,2016-01-01 00:00,.3,99.6,.9,0,,,84.1,0,0
411,2016-01-01 01:00,.4,149.1,1.1,0,,,84.7,0,0
411,2016-01-01 02:00,.3,0,.4,0,,,83.9,0,0
411,2016-01-01 03:00,-.1,113,.5,0,,,85.7,0,0
411,2016-01-01 04:00,-.4,113.8,1,0,,,89.1,0,0
411,2016-01-01 05:00,-1.1,102.1,1.5,0,,,89.9,0,0
411,2016-01-01 06:00,-.5,106.7,1.4,0,,,89.1,0,0
411,2016-01-01 07:00,-.4,115.4,1.6,0,,,88.5,0,0
411,2016-01-01 08:00,-.6,109,2.8,0,,,87.6,0,0
411,2016-01-01 09:00,-.3,104.5,2.9,0,,,85.5,0,0
411,2016-01-01 10:00,1.7,108,2,0,,,78.2,0,0
411,2016-01-01 11:00,2.7,111,2.1,0,,,72.6,0,0
411,2016-01-01 12:00,2.9,109.4,1.8,0,,,67,0,0
411,2016-01-01 13:00,4.4,98.7,1.7,0,,,60,0,0
411,2016-01-01 14:00,4.6,114.4,.8,0,,,59.9,0,0
411,2016-01-01 15:00,4.7,214.3,1.9,0,,,60.5,0,0
411,2016-01-01 16:00,4.6,211.3,1.9,0,,,63.6,0,0
411,2016-01-01 17:00,4.4,207.7,.6,0,,,65.3,0,0
411,2016-01-01 18:00,4.5,202.5,1.6,0,,,67.1,0,0
411,2016-01-01 19:00,4.2,169,1.6,0,,,69.8,0,0
411,2016-01-01 20:00,4.4,164.6,2.3,0,,,70.8,0,0
411,2016-01-01 21:00,4.3,173,2,0,,,70.1,0,0
411,2016-01-01 22:00,4.6,174.1,1.7,0,,,70.3,0,0
411,2016-01-01 23:00,4.7,155.9,1.2,0,,,70.3,0,0
411,2016-01-02 00:00,4.4,166,1.5,0,,,72.1,0,0
411,2016-01-02 01:00,4.3,169.6,1.8,0,,,74,0,0
411,2016-01-02 02:00,4.4,152.8,1.5,0,,,73.3,0,0
411,2016-01-02 03:00,4.5,151.6,1.6,0,,,75.6,0,0
411,2016-01-02 04:00,4.1,130.2,2,0,,,76.7,0,0
411,2016-01-02 05:00,3.6,117.4,2,0,,,78.7,0,0
411,2016-01-02 06:00,3.9,96.1,1.8,0,,,78.9,0,0
411,2016-01-02 07:00,3.4,116,2.6,0,,,81.1,0,0
411,2016-01-02 08:00,3.3,103.6,2.4,0,,,82.9,0,0
411,2016-01-02 09:00,4.3,111.9,2.3,0,,,81,0,0
411,2016-01-02 10:00,5.3,96,2.3,0,,,77.2,0,0
411,2016-01-02 11:00,7.6,122.2,2.3,0,,,74.2,0,0
411,2016-01-02 12:00,8.5,124.9,1.9,0,,,71,0,0
411,2016-01-02 13:00,9.1,167.8,1.9,0,,,69.2,0,0
411,2016-01-02 14:00,10.8,203.7,1.2,0,,,69.3,0,0
411,2016-01-02 15:00,10.4,230.5,2.2,0,,,69.2,0,0
411,2016-01-02 16:00,10.4,206.6,2,0,,,71.7,0,0
411,2016-01-02 17:00,9.3,217.8,2.2,0,,,76.7,0,0
411,2016-01-02 18:00,8.9,229.8,1.9,0,,,84,0,0
411,2016-01-02 19:00,8.5,243.5,1.4,0,,,87.5,0,0
411,2016-01-02 20:00,8.3,177.9,1.2,0,,,88.3,0,0
411,2016-01-02 21:00,7.9,200.6,1.4,0,,,88.1,0,0
411,2016-01-02 22:00,7.8,199.9,1.5,0,,,91,0,0
411,2016-01-02 23:00,7.1,189.3,1.7,0,,,91.9,0,0
411,2016-01-03 00:00,7.1,192.3,1.7,0,,,91.9,0,0
411,2016-01-03 01:00,7.2,215,1.1,0,,,91.9,0,0
411,2016-01-03 02:00,6.9,238.6,1.6,0,,,91.9,0,0
411,2016-01-03 03:00,6.2,178.3,1.1,0,,,91.9,0,0
411,2016-01-03 04:00,6.6,244.3,1.1,0,,,91.9,0,0
411,2016-01-03 05:00,6.2,168.8,.6,0,,,91.9,0,0
411,2016-01-03 06:00,6,225.1,.7,0,,,91.9,0,0
411,2016-01-03 07:00,5.9,230.4,.8,0,,,91.9,0,0
411,2016-01-03 08:00,5.7,174.4,.7,0,,,91.9,0,0
411,2016-01-03 09:00,6.1,170,.8,0,,,91.9,0,0
411,2016-01-03 10:00,6.9,151.4,.9,0,,,91.9,0,0
411,2016-01-03 11:00,7.8,277.9,.8,0,,,91.9,0,0
411,2016-01-03 12:00,8.3,272.7,1,0,,,84.2,0,0
411,2016-01-03 13:00,8.5,260.1,1.5,0,,,75.5,0,0
411,2016-01-03 14:00,9.7,244.8,1.5,0,,,67,0,0
411,2016-01-03 15:00,10,173.9,1.6,0,,,65.9,0,0
411,2016-01-03 16:00,8.5,207.3,1.6,0,,,69.9,0,0
411,2016-01-03 17:00,7.5,256.4,2.4,0,,,74.6,0,0
411,2016-01-03 18:00,7.5,255.1,1.9,0,,,77.3,0,0
